"uri";"nome";"idLegislaturaInicial";"idLegislaturaFinal";"nomeCivil";"cpf";"siglaSexo";"urlRedeSocial";"urlWebsite";"dataNascimento";"dataFalecimento";"ufNascimento";"municipioNascimento"
"https://dadosabertos.camara.leg.br/api/v2/deputados/24";"MONTEIRO DE BARROS";"1";"1";"Antonio Augusto Monteiro de Barros";"";"M";"";"";"1768-10-18";"1841-11-16";"MG";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/27";"RIBEIRO DE REZENDE";"1";"7";"Estevão Ribeiro Rezende";"";"M";"";"";"1777-07-20";"1856-07-08";"MG";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/29";"VISCONDE DE CAETE";"1";"1";"José Teixeira da Fonseca Vasconcelos";"";"M";"";"";"1766-10-18";"1838-02-10";"MG";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/30";"ALMEIDA  E ALBUQUERQUE";"1";"5";"Manoel Caetano de Almeida e Albuquerque";"";"M";"";"";"1753-11-11";"1844-10-14";"PE";"Recife"
"https://dadosabertos.camara.leg.br/api/v2/deputados/31";"ANDRADE LIMA";"2";"2";"Luiz Ignácio de Andrade Lima";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/32";"ARAAÚJO GONDIM";"1";"1";"Antônio José Duarte de Araújo Gondim";"";"M";"";"";"1782-01-01";"1826-01-31";"PE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/33";"CAVALCANTI DE LACERDA";"2";"5";"Manoel Ignácio Cavalcanti de Lacerda";"";"M";"";"";"1799-01-01";"1882-03-11";"PE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/35";"VISCONDE DE GOIANA";"3";"6";"Bernardo José da Gama";"";"M";"";"";"1782-08-20";"1854-08-03";"PE";"Recife"
"https://dadosabertos.camara.leg.br/api/v2/deputados/37";"MUNIZ TAVARES";"6";"6";"Francisco Muniz Tavares";"";"M";"";"";"1793-02-16";"1875-10-23";"PE";"Recife"
"https://dadosabertos.camara.leg.br/api/v2/deputados/41";"MARQUÊS DE CARAVELAS";"1";"1";"José Joaquim Carneiro de Campos";"";"M";"";"";"1768-03-04";"1836-09-08";"BA";"Salvador"
"https://dadosabertos.camara.leg.br/api/v2/deputados/42";"FRANÇA";"1";"7";"Manoel José de Sousa França";"";"M";"";"";"1780-01-01";"1856-02-08";"SC";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/44";"PEREIRA DA CUNHA";"10";"10";"Antônio Luís Pereira da Cunha";"";"M";"";"";"1760-04-06";"1837-09-18";"BA";"Salvador"
"https://dadosabertos.camara.leg.br/api/v2/deputados/46";"CHAGAS SANTOS";"1";"1";"Francisco das Chagas Santos";"";"M";"";"";"1763-09-17";"1840-10-12";"GB";"Rio de Janeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/49";"DUARTE SILVA";"1";"3";"Diogo Duarte Silva";"";"M";"";"";"1779-07-10";"1857-05-24";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/50";"ANDRADA E SILVA";"2";"2";"José Bonifácio de Andrada e Silva ""O Patriarca da Independência""";"";"M";"";"";"1763-06-13";"1838-04-06";"SP";"Santos"
"https://dadosabertos.camara.leg.br/api/v2/deputados/52";"ORNELLAS";"1";"2";"Manoel Joaquim de Ornellas";"";"M";"";"";"";"1830-07-10";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/53";"PACHECO E SILVA";"1";"3";"José Corrêa Pacheco e Silva";"";"M";"";"";"1778-01-01";"1836-05-18";"SP";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/55";"MIGUEL JOAQUIM DE CERQUEIRA E SILVA";"1";"1";"Miguel Joaquim de Cerqueira e Silva";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/56";"LEDO";"1";"2";"Joaquim Gonçalves Ledo";"";"M";"";"";"1781-12-11";"1847-05-19";"RJ";"Rio de Janeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/60";"GOMES";"1";"1";"Francisco Agostinho Gomes";"";"M";"";"";"1769-07-04";"1842-02-19";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/61";"VISCONDE DA PEDRA BRANCA";"1";"1";"Domingos Borges de Barros";"";"M";"";"";"1780-10-10";"1855-03-20";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/65";"ALENCAR";"2";"2";"José Martiniano de Alencar";"";"M";"";"";"1798-10-27";"1860-03-15";"CE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/66";"CASTRO E SILVA";"1";"4";"Manoel do Nascimento Castro e Silva";"";"M";"";"";"1788-12-25";"1846-10-23";"CE";"Aracati"
"https://dadosabertos.camara.leg.br/api/v2/deputados/73";"MOREIRA";"1";"1";"Francisco de Souza Moreira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/74";"MONTEIRO DA FRANÇA";"1";"1";"Francisco Xavier Monteiro da Franca";"";"M";"";"";"1773-06-15";"1851-06-16";"PB";"João Pessoa"
"https://dadosabertos.camara.leg.br/api/v2/deputados/76";"ALMEIDA E CASTRO";"1";"1";"Ignacio Pinto de Almeida e Castro";"";"M";"";"";"";"1826-01-01";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/77";"PIRES FERREIRA";"1";"1";"Domingos Malaquias de Aguiar Pires Ferreira";"";"M";"";"";"1788-11-03";"1859-12-10";"PE";"Recife"
"https://dadosabertos.camara.leg.br/api/v2/deputados/90";"ANDRADA MACHADO";"4";"6";"Antônio Carlos Ribeiro de Andrada Machado e Silva";"";"M";"";"";"1773-11-01";"1845-12-05";"SP";"Santos"
"https://dadosabertos.camara.leg.br/api/v2/deputados/91";"FEIJÓ";"1";"2";"Diogo Antônio Feijó";"";"M";"";"";"1784-08-17";"1843-11-09";"SP";"São Paulo"
"https://dadosabertos.camara.leg.br/api/v2/deputados/92";"VISCONDE DE SÃO LEOPOLDO";"1";"1";"José Feliciano Fernandes Pinheiro";"";"M";"";"";"1774-05-09";"1847-07-06";"SP";"Santos"
"https://dadosabertos.camara.leg.br/api/v2/deputados/94";"VERGUEIRO";"1";"1";"Nicolau Pereira de Campos Vergueiro";"";"M";"";"";"1778-12-20";"1839-09-17";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/95";"PACHECO PIMENTEL";"2";"2";"Manuel Pacheco Pimentel";"";"M";"";"";"";"1840-10-07";"CE";"Sobral"
"https://dadosabertos.camara.leg.br/api/v2/deputados/98";"SILVEIRA MENDONÇA";"3";"3";"João Gomes da Silveira Mendonça";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/99";"TEIXEIRA DA COSTA";"3";"3";"Antônio Teixeira da Costa";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/100";"TEIXEIRA DE GOUVEIA";"1";"2";"Lucio Soares Teixeira de Gouvêa";"";"M";"";"";"1792-05-09";"1838-11-21";"MG";"Mariana"
"https://dadosabertos.camara.leg.br/api/v2/deputados/102";"SANTA BÁRBARA";"3";"3";"João de Santa Barbara";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/103";"PAES DE BARROS";"2";"2";"Antônio Paes de Barros";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/107";"AGUILAR";"1";"1";"Gustavo Adolpho de Aguilar Pantoja";"";"M";"";"";"";"1867-03-09";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/108";"BARROS LEITE";"1";"1";"Luiz José de Barros Leite";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/109";"COSTA E SILVA";"1";"1";"João da Costa e Silva";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/110";"SOUSA MELO";"1";"1";"José de Souza Mello";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/111";"ARAÚJO BASTO";"1";"1";"Luiz Paulo de Araújo Basto";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/112";"AUGUSTO DA SILVA";"1";"3";"Antonio Augusto da Silva";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/113";"AVELINO BARBOSA";"1";"1";"José Avelino Barbosa";"";"M";"";"";"1784-11-10";"1833-01-18";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/114";"BISPO DO MARANHÃO";"1";"1";"Marcos Antonio de Souza";"";"M";"";"";"1771-02-10";"1842-11-29";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/115";"COSTA DORMUND";"1";"1";"João Ricardo da Costa Dormund";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/116";"GALVÃO";"1";"5";"Manoel Antônio Galvão";"";"M";"";"";"1791-01-03";"1850-03-21";"BA";"Salvador"
"https://dadosabertos.camara.leg.br/api/v2/deputados/117";"LINO COUTINHO";"1";"3";"José Lino Coutinho";"";"M";"";"";"1784-03-31";"1836-07-21";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/118";"PEDREIRA";"1";"11";"Luiz Pedreira do Couto Ferraz";"";"M";"";"";"1818-05-07";"1831-06-29";"RJ";"Rio de Janeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/119";"ASSIS BARBOSA";"1";"1";"Francisco de Assis Barbosa";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/120";"PEREIRA DE MELO";"1";"1";"José Cardoso Pereira de Mello";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/121";"SILVA TELES";"1";"1";"Antonio da Silva Telles";"";"M";"";"";"1780-01-01";"1840-11-24";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/122";"SOARES DA ROCHA";"1";"2";"José Ribeiro Soares da Rocha";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/123";"ALBUQUERQUE";"1";"9";"Manoel José de Albuquerque";"";"M";"";"";"";"1858-05-22";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/124";"BARBOSA";"1";"1";"Joaquim José Barbosa";"";"M";"";"";"1785-10-08";"1847-10-30";"CE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/125";"BRICIO";"1";"6";"Marcos Antônio Brício";"";"M";"";"";"1800-12-24";"1871-08-11";"MA";"São Luís"
"https://dadosabertos.camara.leg.br/api/v2/deputados/126";"CASTRO VIANA";"1";"3";"Antonio de Castro Viana";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/127";"MOURA";"1";"2";"Antônio Joaquim de Moura";"";"M";"";"";"";"";"CE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/128";"QUEIROZ CARREIRA";"1";"1";"José Gervásio de Queiroz Carreira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/129";"HERRERA";"1";"1";"Nicoláo Herrera";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/130";"LLAMBI";"1";"1";"Francisco Llambi";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/131";"BORJA PEREIRA";"1";"1";"João Francisco de Borja Pereira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/132";"BRÁULIO MUNIZ";"1";"2";"João Braulio Muniz";"";"M";"";"";"";"1835-09-22";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/133";"GONÇALVES MARTINS";"3";"8";"Francisco Gonçalves Martins";"";"M";"";"";"1807-03-12";"1872-09-10";"BA";"Santo Amaro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/134";"ODORICO MENDES";"1";"6";"Manoel Odorico Mendes";"";"M";"";"";"1799-01-24";"1864-08-17";"MA";"São Luís"
"https://dadosabertos.camara.leg.br/api/v2/deputados/135";"SILVA LOBO";"1";"1";"Manoel Telles da Silva Lobo";"";"M";"";"";"";"1855-02-01";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/136";"ALMEIDA TORRES";"1";"5";"José Carlos Pereira de Almeida Torres";"";"M";"";"";"1799-01-01";"1850-04-25";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/137";"GABRIEL GETULIO";"1";"7";"Gabriel Getúlio Monteiro de Mendonça";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/138";"LIMPO DE ABREU";"1";"4";"Antônio Paulino Limpo de Abreu";"";"M";"";"";"1798-09-22";"1883-09-14";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/139";"LOPES MENDES";"1";"1";"Joaquim José Lopes Mendes Ribeiro";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/140";"MARQUES DE SAMPAIO";"1";"1";"Antonio Marques de Sampaio";"";"M";"";"";"1771-01-01";"1846-02-18";"RS";"Porto Alegre"
"https://dadosabertos.camara.leg.br/api/v2/deputados/141";"MARTINS PEREIRA";"1";"1";"Placido Martins Pereira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/142";"MAY";"1";"2";"Luiz Augusto May";"";"M";"";"";"";"1840-01-01";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/143";"MELO E SOUZA";"1";"3";"Manoel Ignácio de Mello e Souza";"";"M";"";"";"";"1859-05-20";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/144";"MENDES RIBEIRO";"1";"2";"João José Lopes Mendes Ribeiro";"";"M";"";"";"1774-12-04";"1852-03-05";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/145";"MIRANDA RIBEIRO";"1";"3";"José Cesario de Miranda Ribeiro";"";"M";"";"";"1792-07-01";"1856-05-07";"MG";"Belo Horizonte"
"https://dadosabertos.camara.leg.br/api/v2/deputados/146";"REZENDE COSTA";"1";"1";"José de Rezende Costa";"";"M";"";"";"1765-01-01";"1841-06-17";"MG";"Resende Costa"
"https://dadosabertos.camara.leg.br/api/v2/deputados/147";"ROCHA FRANCO";"1";"1";"Antonio da Rocha Franco";"";"M";"";"";"1777-03-03";"1843-10-18";"MG";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/148";"SILVA GUIMARÃES";"1";"1";"João Joaquim da Silva Guimarães";"";"M";"";"";"1798-01-01";"1858-06-24";"MG";"Sabará"
"https://dadosabertos.camara.leg.br/api/v2/deputados/149";"VASCONCELOS";"1";"4";"Bernardo Pereira de Vasconcellos";"";"M";"";"";"1795-08-27";"1850-05-01";"MG";"Ouro Preto"
"https://dadosabertos.camara.leg.br/api/v2/deputados/150";"ARCEBISPO";"1";"4";"Romualdo Antonio de Seixas";"";"M";"";"";"1787-02-07";"1860-12-29";"PA";"Cametá"
"https://dadosabertos.camara.leg.br/api/v2/deputados/151";"NABUCO DE ARAÚJO";"1";"3";"José Thomaz Nabuco de Araujo";"";"M";"";"";"1785-01-01";"1850-03-18";"BA";"Salvador"
"https://dadosabertos.camara.leg.br/api/v2/deputados/152";"CORREIA";"1";"1";"Francisco José Corrêa";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/153";"COSTA VILAR";"1";"1";"Galdino da Costa Villar";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/154";"ARAÚJO LIMA";"1";"3";"Pedro de Araujo Lima";"";"M";"";"";"1793-12-22";"1870-06-07";"PE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/155";"CAVALCANTI DE ALBUQUERQUE";"1";"1";"Francisco de Paula Cavalcanti de Albuquerque";"";"M";"";"";"1793-06-10";"1880-01-28";"PE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/156";"FARIA BARBOSA";"1";"1";"Francisco José de Faria Barbosa";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/157";"GARCIA DE ALMEIDA";"1";"5";"Thomaz Xavier Garcia de Almeida";"";"M";"";"";"1792-01-01";"1870-01-01";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/158";"GOMES DA FONSECA";"1";"4";"Manoel Gomes da Fonseca";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/159";"HOLLANDA CAVALCANTI";"1";"3";"Antonio Francisco de Paula e Hollanda Cavalcanti de Albuquerque";"";"M";"";"";"1797-08-21";"1863-04-14";"PE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/160";"LUIS CAVALCANTI";"1";"3";"Luiz Francisco de Paula Cavalcanti de Albuquerque";"";"M";"";"";"";"1838-05-01";"PE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/161";"MACIEL MONTEIRO";"1";"1";"Thomaz Antonio Maciel Monteiro";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/162";"PAULA DE ALBUQUERQUE";"1";"4";"Francisco de Paula de Almeida e Albuquerque";"";"M";"";"";"";"1868-07-07";"PE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/163";"REINAUT";"1";"1";"Miguel José Reinaut";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/164";"SERPA BRANDÃO";"1";"1";"Bernardo José de Serpa Brandão";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/165";"PINTO DO LAGO";"1";"1";"Pedro Antonio Pereira Pinto do Lago";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/166";"LEITÃO";"1";"1";"Agostinho Leitão de Almeida";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/167";"MACHADO DE OLIVEIRA";"1";"6";"José Joaquim Machado de Oliveira";"";"M";"";"";"1790-07-08";"1867-08-16";"SP";"São Paulo"
"https://dadosabertos.camara.leg.br/api/v2/deputados/168";"NUNES PIRES";"1";"1";"Feliciano Nunes Pires";"";"M";"";"";"";"1890-09-12";"SC";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/169";"PEREIRA DE BRITO";"1";"1";"Caetano Xavier Pereira de Brito";"";"M";"";"";"";"1828-05-27";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/170";"XAVIER FERREIRA";"1";"1";"Francisco Xavier Ferreira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/171";"SOLEDADE";"1";"1";"Antonio Vieira da Soledade";"";"M";"";"";"";"1836-12-16";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/172";"CRUZ FERREIRA";"1";"1";"José da Cruz Ferreira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/173";"CUNHA BARBOSA";"1";"6";"Januário da Cunha Barboza";"";"M";"";"";"1780-07-10";"1846-02-22";"RJ";"Rio de Janeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/174";"GOMES DE CAMPOS";"1";"1";"João Gomes de Campos";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/175";"MONSENHOR VIDIGAL";"1";"1";"Francisco Corrêa Vidigal";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/176";"PEREIRA DA NÓBREGA";"1";"1";"Luiz Pereira da Nobrega de Souza Coutinho";"";"M";"";"";"1778-04-02";"1826-12-21";"RJ";"Angra dos Reis"
"https://dadosabertos.camara.leg.br/api/v2/deputados/177";"PINTO DE ALMEIDA";"1";"1";"Bernardo Carneiro Pinto de Almeida";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/178";"PIZARRO";"1";"1";"José de Souza Azevedo Pizarro e Araújo";"";"M";"";"";"1753-10-12";"1830-05-14";"RJ";"Rio de Janeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/179";"COSTA AGUIAR";"1";"4";"José Ricardo da Costa Aguiar de Andrada";"";"M";"";"";"1787-10-15";"1846-06-23";"SP";"Santos"
"https://dadosabertos.camara.leg.br/api/v2/deputados/180";"MEDEIROS GOMES";"1";"1";"João de Medeiros Gomes";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/181";"OLIVEIRA SALGADO";"1";"1";"João Chrysostomo de Oliveira Salgado";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/182";"PAULA SOUZA";"1";"2";"Francisco de Paula Souza e Mello";"";"M";"";"";"1791-06-13";"1851-08-16";"SP";"Itu"
"https://dadosabertos.camara.leg.br/api/v2/deputados/183";"VICENTE DA FONSECA";"1";"1";"Ignacio José Vicente da Fonseca";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/184";"BARBOSA MADUREIRA";"1";"1";"José Nunes Barbosa de Madureira Cabral";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/185";"VISCONDE DE CACHOEIRA";"1";"1";"Luiz José de Carvalho e Melo";"";"M";"";"";"1764-05-06";"1826-06-06";"BA";"Salvador"
"https://dadosabertos.camara.leg.br/api/v2/deputados/186";"COSTA BARROS";"1";"1";"Pedro José da Costa Barros";"";"M";"";"";"1779-09-07";"1839-10-20";"CE";"Aracati"
"https://dadosabertos.camara.leg.br/api/v2/deputados/187";"LARRAÑAGA";"1";"1";"D. Dâmaso Antônio Larrañaga";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/188";"OBES";"1";"1";"D. Lucas José Obes";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/189";"GOMIDE";"1";"1";"Antônio Gonçalves Gomide";"";"M";"";"";"1770-01-01";"1835-02-26";"MG";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/190";"RODRIGUES DA COSTA";"1";"1";"Manoel Rodrigues da Costa";"";"M";"";"";"1754-01-01";"1840-01-19";"MG";"São João Del Rei"
"https://dadosabertos.camara.leg.br/api/v2/deputados/191";"HENRIQUES";"1";"1";"Pedro Rodrigues Henriques";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/193";"BENTO JOAQUIM DE MIRANDA HENRIQUES";"1";"1";"Bento Joaquim de Miranda Henriques";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/194";"FLORÊNCIO ALVES";"1";"1";"Florêncio Alves Macedo";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/195";"AROUCHE RENDON";"1";"1";"José Arouche de Toledo Rendon";"";"M";"";"";"1756-03-14";"1834-07-26";"SP";"São Paulo"
"https://dadosabertos.camara.leg.br/api/v2/deputados/196";"CHICHORRO";"1";"1";"Manoel da Cunha de Azevedo Coutinho Souza Chichorro";"";"M";"";"";"";"1839-04-13";"RJ";"Rio de Janeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/197";"BARROS PIMENTEL";"1";"13";"José de Barros Pimentel";"";"M";"";"";"1817-05-17";"1895-05-06";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/198";"SAMPAIO";"1";"1";"José Matheus da Graça Leite Sampaio";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/199";"COELHO NETTO";"2";"2";"Francisco José Coelho Netto";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/200";"CORRÊA DE ALBUQUERQUE";"2";"2";"Francisco José Corrêa de Albuquerque";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/201";"COSTA";"2";"3";"Ignácio Joaquim da Costa";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/202";"OLIVEIRA BELLO";"2";"2";"Joaquim Mariano de Oliveria Bello";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/203";"PERDIGÃO";"2";"2";"Floriano Vieira da Costa Delgado Perdigão";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/204";"SILVA TAVARES";"2";"2";"Tibúrcio Valeriano da Silva Tavares";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/205";"ALVES BRANCO";"2";"2";"Manoel Alvares Branco";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/206";"COSTA CARVALHO";"1";"4";"José da Costa Carvalho";"";"M";"";"";"1796-02-07";"1860-09-18";"BA";"Salvador"
"https://dadosabertos.camara.leg.br/api/v2/deputados/207";"FERREIRA FRANÇA";"1";"3";"Antonio Ferreira França";"";"M";"";"";"1771-01-14";"1848-03-09";"BA";"Salvador"
"https://dadosabertos.camara.leg.br/api/v2/deputados/208";"MARIA DO AMARAL";"2";"8";"Manoel Maria do Amaral";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/209";"MELO MATOS";"2";"2";"Cassiano Espiridião de Mello e Mattos";"";"M";"";"";"1797-09-11";"1857-06-05";"BA";"Salvador"
"https://dadosabertos.camara.leg.br/api/v2/deputados/210";"MUNIZ BARRETO";"2";"7";"Joaquim Francisco Alves Branco Muniz Barreto";"";"M";"";"";"1800-05-27";"1885-11-15";"BA";"Salvador"
"https://dadosabertos.camara.leg.br/api/v2/deputados/211";"PAIM";"2";"3";"Honorato José de Barros Paim";"";"M";"";"";"";"";"";""
